CAS	SMILES	InChi	InChiKey	EA, eV	BG, eV
29097-00-5	COC(c1c[nH]nc1N)=O	InChI=1S/C5H7N3O2/c1-10-5(9)3-2-7-8-4(3)6/h2H,1H3,(H3,6,7,8)	KGQFAPZUQKYADG-UHFFFAOYSA-N	-0,54	5,28
83467-34-9	Cc1c(CCO)c(C)on1	InChI=1S/C7H11NO2/c1-5-7(3-4-9)6(2)10-8-5/h9H,3-4H2,1-2H3	QVSACOUKYXVIGR-UHFFFAOYSA-N	-0,75	6,31
1124-53-4	CC(NC1CCCCC1)=O	InChI=1S/C8H15NO/c1-7(10)9-8-5-3-2-4-6-8/h8H,2-6H2,1H3,(H,9,10)	WRAGCBBWIYQMRF-UHFFFAOYSA-N	-0,80	6,65
7417-28-9	CC1=C(C(NC(N1)=O)=O)O	InChI=1S/C5H6N2O3/c1-2-3(8)4(9)7-5(10)6-2/h8H,1H3,(H2,6,7,9,10)	CMRSBOGQMSQPFW-UHFFFAOYSA-N	-0,01	4,91
140706-47-4	CC(Nc1c(N)non1)=O	InChI=1S/C4H6N4O2/c1-2(9)6-4-3(5)7-10-8-4/h1H3,(H2,5,7)(H,6,8,9)	GVZQUWHSBVLLCC-UHFFFAOYSA-N	-0,09	5,31
3641-14-3	COC(c1nc(N)n[nH]1)=O	InChI=1S/C4H6N4O2/c1-10-3(9)2-6-4(5)8-7-2/h1H3,(H3,5,6,7,8)	OSZNPKRMPBUQLB-UHFFFAOYSA-N	0,25	4,72
92614-86-3	C(Cn1cnnn1)C(O)=O	InChI=1S/C4H6N4O2/c9-4(10)1-2-8-3-5-6-7-8/h3H,1-2H2,(H,9,10)	WMTYEYUOSFTJBH-UHFFFAOYSA-N	-0,34	7,10
59702-31-7	CCN1CCNC(C1=O)=O	InChI=1S/C6H10N2O2/c1-2-8-4-3-7-5(9)6(8)10/h2-4H2,1H3,(H,7,9)	ZBEKOEYCWKIMGU-UHFFFAOYSA-N	0,02	5,72
23806-24-8	Cc1ccsc1C(O)=O	InChI=1S/C6H6O2S/c1-4-2-3-9-5(4)6(7)8/h2-3H,1H3,(H,7,8)	IFLKEBSJTZGCJG-UHFFFAOYSA-N	0,19	5,17
56-04-2	CC1=CC(NC(N1)=S)=O	InChI=1S/C5H6N2OS/c1-3-2-4(8)7-5(9)6-3/h2H,1H3,(H2,6,7,8,9)	HWGBHCRJGXAGEU-UHFFFAOYSA-N	0,28	4,72
7663-77-6	C1CC(N(C1)CCCN)=O	InChI=1S/C7H14N2O/c8-4-2-6-9-5-1-3-7(9)10/h1-6,8H2	HJORCZCMNWLHMB-UHFFFAOYSA-N	-1,01	6,59
698-90-8	C1CCC(CC1)NC(N)=O	InChI=1S/C7H14N2O/c8-7(10)9-6-4-2-1-3-5-6/h6H,1-5H2,(H3,8,9,10)	WUESWDIHTKHGQA-UHFFFAOYSA-N	-0,76	6,60
1903-69-1	CNC(C1CCNCC1)=O	InChI=1S/C7H14N2O/c1-8-7(10)6-2-4-9-5-3-6/h6,9H,2-5H2,1H3,(H,8,10)	QAJOLLVGOSCKGP-UHFFFAOYSA-N	-0,84	5,95
165115-15-1	Cc1nc(CCN)cs1	InChI=1S/C6H10N2S/c1-5-8-6(2-3-7)4-9-5/h4H,2-3,7H2,1H3	GLEZGSKBHYTSAD-UHFFFAOYSA-N	-0,69	5,54
159013-94-2	COC(c1c(N)non1)=O	InChI=1S/C4H5N3O3/c1-9-4(8)2-3(5)7-10-6-2/h1H3,(H2,5,7)	PNFAQDARRSPFKS-UHFFFAOYSA-N	0,69	4,89
123-00-2	C(CN)CN1CCOCC1	InChI=1S/C7H16N2O/c8-2-1-3-9-4-6-10-7-5-9/h1-8H2	UIKUBYKUYUSRSM-UHFFFAOYSA-N	-1,08	6,16
1074-86-8	C(c1cccc2c1cc[nH]2)=O	InChI=1S/C9H7NO/c11-6-7-2-1-3-9-8(7)4-5-10-9/h1-6,10H	JFDDFGLNZWNJTK-UHFFFAOYSA-N	0,41	4,28
91-55-4	Cc1c2ccccc2[nH]c1C	InChI=1S/C10H11N/c1-7-8(2)11-10-6-4-3-5-9(7)10/h3-6,11H,1-2H3	PYFVEIDRTLBMHG-UHFFFAOYSA-N	-0,90	5,08
119-39-1	C1c2ccccc2C(NN=1)=O	InChI=1S/C8H6N2O/c11-8-7-4-2-1-3-6(7)5-9-10-8/h1-5H,(H,10,11)	IJAPPYDYQCXOEF-UHFFFAOYSA-N	0,35	4,84
491-36-1	C1NC(c2ccccc2N=1)=O	InChI=1S/C8H6N2O/c11-8-6-3-1-2-4-7(6)9-5-10-8/h1-5H,(H,9,10,11)	QMNUDYFKZYBWQX-UHFFFAOYSA-N	0,07	5,12
6293-20-5	CCOC(CNC(N)=O)=O	InChI=1S/C5H10N2O3/c1-2-10-4(8)3-7-5(6)9/h2-3H2,1H3,(H3,6,7,9)	YKPKXMAVLXBQDT-UHFFFAOYSA-N	-0,70	6,86
81881-74-5	C(c1ccc2c(cc[nH]2)c1)N	InChI=1S/C9H10N2/c10-6-7-1-2-9-8(5-7)3-4-11-9/h1-5,11H,6,10H2	UAYYSAPJTRVEQA-UHFFFAOYSA-N	-0,85	5,14
582-60-5	Cc1cc2c(cc1C)[nH]cn2	InChI=1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)	LJUQGASMPRMWIW-UHFFFAOYSA-N	-0,89	5,47
1622-57-7	Cn1c2ccccc2nc1N	InChI=1S/C8H9N3/c1-11-7-5-3-2-4-6(7)10-8(11)9/h2-5H,1H3,(H2,9,10)	XDFZKQJLNGNJAN-UHFFFAOYSA-N	-0,69	5,34
175137-61-8	CCCS(CC#N)(=O)=O	InChI=1S/C5H9NO2S/c1-2-4-9(7,8)5-3-6/h2,4-5H2,1H3	OVGCBSNAUREBIE-UHFFFAOYSA-N	0,84	7,73
619-72-7	C(c1ccc(cc1)[N+]([O-])=O)#N	InChI=1S/C7H4N2O2/c8-5-6-1-3-7(4-2-6)9(10)11/h1-4H	NKJIFDNZPGLLSH-UHFFFAOYSA-N	1,95	4,91
4856-97-7	C(c1nc2ccccc2[nH]1)O	InChI=1S/C8H8N2O/c11-5-8-9-6-3-1-2-4-7(6)10-8/h1-4,11H,5H2,(H,9,10)	IAJLTMBBAVVMQO-UHFFFAOYSA-N	-0,19	5,44
769-28-8	CC1=CC(C)=C(C#N)C(N1)=O	InChI=1S/C8H8N2O/c1-5-3-6(2)10-8(11)7(5)4-9/h3H,1-2H3,(H,10,11)	OCYMJCILWYHKAU-UHFFFAOYSA-N	0,70	4,48
59564-59-9	C1C(Nc2ccccc2N1)=O	InChI=1S/C8H8N2O/c11-8-5-9-6-3-1-2-4-7(6)10-8/h1-4,9H,5H2,(H,10,11)	HYTIPJFUWHYQON-UHFFFAOYSA-N	-0,74	5,09
1438-16-0	C1C(N(C(=S)S1)N)=O	InChI=1S/C3H4N2OS2/c4-5-2(6)1-8-3(5)7/h1,4H2	ZBUUHLDYMKTVLT-UHFFFAOYSA-N	0,63	4,52
120-79-6	CNC(C(NC)=S)=S	InChI=1S/C4H8N2S2/c1-5-3(7)4(8)6-2/h1-2H3,(H,5,7)(H,6,8)	MQLIZYQZJMPNFI-UHFFFAOYSA-N	1,20	3,93
-	C(=C(C=O)\c1ccncc1)\O	InChI=1S/C8H7NO2/c10-5-8(6-11)7-1-3-9-4-2-7/h1-6,10H/b8-5-	WCURBFWHPRKKRE-YVMONPNESA-N	0,64	4,87
5466-88-6	C1C(Nc2ccccc2O1)=O	InChI=1S/C8H7NO2/c10-8-5-11-7-4-2-1-3-6(7)9-8/h1-4H,5H2,(H,9,10)	QRCGFTXRXYMJOS-UHFFFAOYSA-N	0,15	5,41
19337-97-4	C(=C/c1cccnc1)\C(O)=O	InChI=1S/C8H7NO2/c10-8(11)4-3-7-2-1-5-9-6-7/h1-6H,(H,10,11)/b4-3+	VUVORVXMOLQFMO-ONEGZZNKSA-N	1,08	4,65
537-92-8	CC(Nc1cccc(C)c1)=O	InChI=1S/C9H11NO/c1-7-4-3-5-9(6-7)10-8(2)11/h3-6H,1-2H3,(H,10,11)	ALMHSXDYCFOZQD-UHFFFAOYSA-N	-0,70	5,57
100-10-7	CN(C)c1ccc(C=O)cc1	InChI=1S/C9H11NO/c1-10(2)9-5-3-8(7-11)4-6-9/h3-7H,1-2H3	BGNGWHSBYQYVRX-UHFFFAOYSA-N	0,13	4,37
90928-92-0	Cc1nc(CN)on1	InChI=1S/C4H7N3O/c1-3-6-4(2-5)8-7-3/h2,5H2,1H3	NPBUMVMXXGQOEG-UHFFFAOYSA-N	-0,50	6,32
3240-94-6	C1COCCN1CC[Cl]	InChI=1S/C6H12ClNO/c7-1-2-8-3-5-9-6-4-8/h1-6H2	ZAPMTSHEXFEPSD-UHFFFAOYSA-N	0,48	6,32
63139-21-9	[B](c1ccc(CC)cc1)(O)O	InChI=1S/C8H11BO2/c1-2-7-3-5-8(6-4-7)9(10)11/h3-6,10-11H,2H2,1H3	RZCPLOMUUCFPQA-UHFFFAOYSA-N	-0,33	5,98
2503-56-2	Cc1cc(n2c(ncn2)n1)O	InChI=1S/C6H6N4O/c1-4-2-5(11)10-6(9-4)7-3-8-10/h2-3,11H,1H3	ZUIVNYGZFPOXFW-UHFFFAOYSA-N	0,07	5,43
123-93-3	C(C(O)=O)SCC(O)=O	InChI=1S/C4H6O4S/c5-3(6)1-9-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	UVZICZIVKIMRNE-UHFFFAOYSA-N	0,56	5,76
10031-82-0	CCOc1ccc(C=O)cc1	InChI=1S/C9H10O2/c1-2-11-9-5-3-8(7-10)4-6-9/h3-7H,2H2,1H3	JRHHJNMASOIRDS-UHFFFAOYSA-N	0,17	4,89
1450-72-2	CC(c1cc(C)ccc1O)=O	InChI=1S/C9H10O2/c1-6-3-4-9(11)8(5-6)7(2)10/h3-5,11H,1-2H3	YNPDFBFVMJNGKZ-UHFFFAOYSA-N	0,47	4,33
-	CC(/C=C/c1ccc(C)o1)=O	InChI=1S/C9H10O2/c1-7(10)3-5-9-6-4-8(2)11-9/h3-6H,1-2H3/b5-3+	FKNBELIGEMXLJS-HWKANZROSA-N	0,74	3,89
19227-13-5	Cc1ccc(cc1)\C(N)=N/O	InChI=1S/C8H10N2O/c1-6-2-4-7(5-3-6)8(9)10-11/h2-5,11H,1H3,(H2,9,10)	NKJXMLIWSJATEE-UHFFFAOYSA-N	-0,11	4,83
331-62-4	COc1ccc(C#N)cc1F	InChI=1S/C8H6FNO/c1-11-8-3-2-6(5-10)4-7(8)9/h2-4H,1H3	FEEOVAOEPGQDTJ-UHFFFAOYSA-N	0,03	5,32
103-90-2	CC(Nc1ccc(cc1)O)=O	InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)	RZVAJINKPMORJF-UHFFFAOYSA-N	-0,71	5,26
5351-17-7	c1cc(ccc1C(NN)=O)N	InChI=1S/C7H9N3O/c8-6-3-1-5(2-4-6)7(11)10-9/h1-4H,8-9H2,(H,10,11)	WPBZMCGPFHZRHJ-UHFFFAOYSA-N	-0,25	5,10
2620-50-0	C(c1ccc2c(c1)OCO2)N	InChI=1S/C8H9NO2/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-3H,4-5,9H2	ZILSBZLQGRBMOR-UHFFFAOYSA-N	-0,86	5,36
1904-58-1	c1ccc(c(c1)C(NN)=O)N	InChI=1S/C7H9N3O/c8-6-4-2-1-3-5(6)7(11)10-9/h1-4H,8-9H2,(H,10,11)	GRWMSCBKWMQPON-UHFFFAOYSA-N	-0,06	4,61
61744-43-2	Cc1cccc(CCCO)n1	InChI=1S/C9H13NO/c1-8-4-2-5-9(10-8)6-3-7-11/h2,4-5,11H,3,6-7H2,1H3	DJPVDQYTBDDIAM-UHFFFAOYSA-N	-0,57	5,97
104-48-3	CCNc1ccc(cc1)OC	InChI=1S/C9H13NO/c1-3-10-8-4-6-9(11-2)7-5-8/h4-7,10H,3H2,1-2H3	MCPNIYHJPMRCQU-UHFFFAOYSA-N	-1,06	4,84
25979-00-4	c1(N)nc(C(F)(F)F)[nH]n1	InChI=1S/C3H3F3N4/c4-3(5,6)1-8-2(7)10-9-1/h(H3,7,8,9,10)	NQNDCVURMZJFNR-UHFFFAOYSA-N	-0,19	5,77
14779-25-0	Cc1ccc(/C=C/C(O)=O)o1	InChI=1S/C8H8O3/c1-6-2-3-7(11-6)4-5-8(9)10/h2-5H,1H3,(H,9,10)/b5-4+	CQCKLDAUFPKXPU-SNAWJCMRSA-N	0,68	4,02
14667-47-1	COC(c1cccnc1N)=O	InChI=1S/C7H8N2O2/c1-11-7(10)5-3-2-4-9-6(5)8/h2-4H,1H3,(H2,8,9)	NZZDEODTCXHCRS-UHFFFAOYSA-N	0,18	4,53
936-02-7	c1ccc(c(c1)C(NN)=O)O	InChI=1S/C7H8N2O2/c8-9-7(11)5-3-1-2-4-6(5)10/h1-4,10H,8H2,(H,9,11)	XSXYESVZDBAKKT-UHFFFAOYSA-N	-0,09	5,46
5818-06-4	c1cc(cc(c1)O)C(NN)=O	InChI=1S/C7H8N2O2/c8-9-7(11)5-2-1-3-6(10)4-5/h1-4,10H,8H2,(H,9,11)	OACGSLLKFCMXSX-UHFFFAOYSA-N	0,13	5,27
689251-97-6	Cn1cc(/C=C/C(O)=O)cn1	InChI=1S/C7H8N2O2/c1-9-5-6(4-8-9)2-3-7(10)11/h2-5H,1H3,(H,10,11)/b3-2+	PTIQETSIDLDEMZ-NSCUHMNNSA-N	0,37	4,76
67451-42-7	C(C(O)=O)n1cccc1C=O	InChI=1S/C7H7NO3/c9-5-6-2-1-3-8(6)4-7(10)11/h1-3,5H,4H2,(H,10,11)	VQNKRZLHJSBDGY-UHFFFAOYSA-N	0,16	4,99
56546-36-2	C(C(O)=O)N1C=CC=CC1=O	InChI=1S/C7H7NO3/c9-6-3-1-2-4-8(6)5-7(10)11/h1-4H,5H2,(H,10,11)	VMONVJKJUDZYIE-UHFFFAOYSA-N	0,09	4,74
27182-43-0	C1CCc2nnc(n2CC1)O	InChI=1S/C7H11N3O/c11-7-9-8-6-4-2-1-3-5-10(6)7/h1-5H2,(H,9,11)	LBVMECGJURCSOI-UHFFFAOYSA-N	-0,71	6,21
936940-14-6	CCn1c(C)c(CN)c(C)n1	InChI=1S/C8H15N3/c1-4-11-7(3)8(5-9)6(2)10-11/h4-5,9H2,1-3H3	YTTHMHICPSKVKX-UHFFFAOYSA-N	-0,77	6,05
956950-95-1	Cc1c(CCN)c(C)n(C)n1	InChI=1S/C8H15N3/c1-6-8(4-5-9)7(2)11(3)10-6/h4-5,9H2,1-3H3	YKNKANAAYSLJMA-UHFFFAOYSA-N	-0,82	6,09
956363-88-5	CCn1cc(CNC)c(C)n1	InChI=1S/C8H15N3/c1-4-11-6-8(5-9-3)7(2)10-11/h6,9H,4-5H2,1-3H3	UBCBUBZNNWRDQG-UHFFFAOYSA-N	-1,01	6,22
956935-37-8	CCNCc1cnn(CC)c1	InChI=1S/C8H15N3/c1-3-9-5-8-6-10-11(4-2)7-8/h6-7,9H,3-5H2,1-2H3	FZZKADOEHOISDP-UHFFFAOYSA-N	-0,98	6,21
40345-49-1	C1CC(c2c(C1)[n+]([O-])on2)=O	InChI=1S/C6H6N2O3/c9-5-3-1-2-4-6(5)7-11-8(4)10/h1-3H2	JZJKEJLEBBRJMD-UHFFFAOYSA-N	1,25	4,42
405-50-5	C(C(O)=O)c1ccc(cc1)F	InChI=1S/C8H7FO2/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4H,5H2,(H,10,11)	MGKPFALCNDRSQD-UHFFFAOYSA-N	-0,56	6,06
403-33-8	COC(c1ccc(cc1)F)=O	InChI=1S/C8H7FO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,1H3	MSEBQGULDWDIRW-UHFFFAOYSA-N	0,11	5,71
518057-72-2	c1cc(c(cc1N)C(N)=O)F	InChI=1S/C7H7FN2O/c8-6-2-1-4(9)3-5(6)7(10)11/h1-3H,9H2,(H2,10,11)	DGQLTQZWCJJIRU-UHFFFAOYSA-N	0,04	4,82
110-26-9	C=CC(NCNC(C=C)=O)=O	InChI=1S/C7H10N2O2/c1-3-6(10)8-5-9-7(11)4-2/h3-4H,1-2,5H2,(H,8,10)(H,9,11)	ZIUHHBKFKCYYJD-UHFFFAOYSA-N	0,29	5,73
197574-43-9	CCc1c(C(=O)OC)[nH]cn1	InChI=1S/C7H10N2O2/c1-3-5-6(7(10)11-2)9-4-8-5/h4H,3H2,1-2H3,(H,8,9)	VNGWRKLREBFVDD-UHFFFAOYSA-N	-0,24	5,44
699-51-4	C1CCC2(C1)C(NC(N2)=O)=O	InChI=1S/C7H10N2O2/c10-5-7(3-1-2-4-7)9-6(11)8-5/h1-4H2,(H2,8,9,10,11)	JTTFXYHJDZZDQK-UHFFFAOYSA-N	-0,64	6,89
16034-49-4	Cc1cc(C)n(CC(O)=O)n1	InChI=1S/C7H10N2O2/c1-5-3-6(2)9(8-5)4-7(10)11/h3H,4H2,1-2H3,(H,10,11)	JYSWEDYPQJOEPO-UHFFFAOYSA-N	-0,58	6,12
1255779-92-0	Cc1cc(c(C(=O)OC)[nH]1)N	InChI=1S/C7H10N2O2/c1-4-3-5(8)6(9-4)7(10)11-2/h3,9H,8H2,1-2H3	RXSCMQUFCPMSOH-UHFFFAOYSA-N	-0,74	4,80
32701-75-0	Cc1c(CC(O)=O)c(C)[nH]n1	InChI=1S/C7H10N2O2/c1-4-6(3-7(10)11)5(2)9-8-4/h3H2,1-2H3,(H,8,9)(H,10,11)	HHILOQLQBYEUTP-UHFFFAOYSA-N	-0,73	6,09
887408-72-2	CCn1c(C)c(cn1)C(O)=O	InChI=1S/C7H10N2O2/c1-3-9-5(2)6(4-8-9)7(10)11/h4H,3H2,1-2H3,(H,10,11)	YBGPNVREQFYRCD-UHFFFAOYSA-N	-0,45	6,16
1124-65-8	C(=C/c1cccs1)\C(O)=O	InChI=1S/C7H6O2S/c8-7(9)4-3-6-2-1-5-10-6/h1-5H,(H,8,9)/b4-3+	KKMZQOIASVGJQE-ONEGZZNKSA-N	0,89	4,23
-	C/C(=C(/C#N)C(=O)OC)OC	InChI=1S/C7H9NO3/c1-5(10-2)6(4-8)7(9)11-3/h1-3H3/b6-5+	QGXIHUUUMUYXFA-AATRIKPKSA-N	0,58	5,27
6994-25-8	CCOC(c1cn[nH]c1N)=O	InChI=1S/C6H9N3O2/c1-2-11-6(10)4-3-8-9-5(4)7/h3H,2H2,1H3,(H3,7,8,9)	YPXGHKWOJXQLQU-UHFFFAOYSA-N	-0,68	5,69
109012-96-6	Cc1c(C(=O)OC)c(N)[nH]n1	InChI=1S/C6H9N3O2/c1-3-4(6(10)11-2)5(7)9-8-3/h1-2H3,(H3,7,8,9)	CXAHIUONPHHSTL-UHFFFAOYSA-N	-0,71	5,66
65492-90-2	C(c1c(ccc2ccccc12)C([Br])[Br])[Br]	InChI=1S/C12H9Br3/c13-7-11-9-4-2-1-3-8(9)5-6-10(11)12(14)15/h1-6,12H,7H2	WNPPAYHKCUAGHU-UHFFFAOYSA-N	1,92	4,29
1590-22-3	C(CC(c1ccc2ccccc2c1)=O)C(O)=O	InChI=1S/C14H12O3/c15-13(7-8-14(16)17)12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9H,7-8H2,(H,16,17)	GZKLCZIMSAHQDR-UHFFFAOYSA-N	0,84	4,34
116-63-2	c1ccc2c(c(cc(c2c1)S(O)(=O)=O)O)N	InChI=1S/C10H9NO4S/c11-10-7-4-2-1-3-6(7)9(5-8(10)12)16(13,14)15/h1-5,12H,11H2,(H,13,14,15)	RXCMFQDTWCCLBL-UHFFFAOYSA-N	0,91	4,33
85-02-9	c1ccc2c(c1)ccc1c2cccn1	InChI=1S/C13H9N/c1-2-5-11-10(4-1)7-8-13-12(11)6-3-9-14-13/h1-9H	HCAUQPZEWLULFJ-UHFFFAOYSA-N	0,26	4,63
16306-16-4	c1ccc2c(c1)C(c1cccc3c(ccc2c13)O)=O	InChI=1S/C17H10O2/c18-15-9-8-11-10-4-1-2-5-12(10)17(19)14-7-3-6-13(15)16(11)14/h1-9,18H	NWMOJFNQYCKHBL-UHFFFAOYSA-N	1,33	3,26
-	CCOc1ccc2C(C)=CC(c3cccc1c23)=O	InChI=1S/C16H14O2/c1-3-18-15-8-7-11-10(2)9-14(17)12-5-4-6-13(15)16(11)12/h4-9H,3H2,1-2H3	MKNDSAMBNFQTRY-UHFFFAOYSA-N	1,14	3,40
642-31-9	[H]C(c1c2ccccc2cc2ccccc12)=O	InChI=1S/C15H10O/c16-10-15-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)15/h1-10H	YMNKUHIVVMFOFO-UHFFFAOYSA-N	1,35	3,24
711-79-5	CC(c1ccc2ccccc2c1O)=O	InChI=1S/C12H10O2/c1-8(13)10-7-6-9-4-2-3-5-11(9)12(10)14/h2-7,14H,1H3	JBGJVMVWYWUVOW-UHFFFAOYSA-N	0,67	3,97
10075-66-8	COc1cccc2cccc(c12)OC	InChI=1S/C12H12O2/c1-13-10-7-3-5-9-6-4-8-11(14-2)12(9)10/h3-8H,1-2H3	QRPDMEIIZPOYED-UHFFFAOYSA-N	-0,20	4,52
-	c1c(cc2cc(cc3C(=O)OC(c1c23)=O)[N+]([O-])=O)[N+]([O-])=O	InChI=1S/C12H4N2O7/c15-11-8-3-6(13(17)18)1-5-2-7(14(19)20)4-9(10(5)8)12(16)21-11/h1-4H	LHFDXTKVBLMYJH-UHFFFAOYSA-N	2,92	4,04
-	c1cc2C(=O)OC(c3cc(c(c(c1)c23)[N+]([O-])=O)O)=O	InChI=1S/C12H5NO6/c14-8-4-7-9-5(10(8)13(17)18)2-1-3-6(9)11(15)19-12(7)16/h1-4,14H	UZWXOXHNLSASRH-UHFFFAOYSA-N	2,74	3,50
23204-36-6	c1cc2C(=O)OC(c3cc(cc(c1)c23)O)=O	InChI=1S/C12H6O4/c13-7-4-6-2-1-3-8-10(6)9(5-7)12(15)16-11(8)14/h1-5,13H	FKVNZFAMXGMPOU-UHFFFAOYSA-N	1,61	3,79
4053-08-1	c1cc2C(=O)OC(c3ccc(c(c1)c23)[Cl])=O	InChI=1S/C12H5ClO3/c13-9-5-4-8-10-6(9)2-1-3-7(10)11(14)16-12(8)15/h1-5H	UJEUBSWHCGDJQU-UHFFFAOYSA-N	1,81	3,95
3688-79-7	COc1ccc2c3ccccc3C(c3cccc1c23)=O	InChI=1S/C18H12O2/c1-20-16-10-9-12-11-5-2-3-6-13(11)18(19)15-8-4-7-14(16)17(12)15/h2-10H,1H3	BGQDCDRDPCVLJE-UHFFFAOYSA-N	1,17	3,36
23749-58-8	c1ccc2c(c1)nc1c3cccc4cccc(C(n12)=O)c34	InChI=1S/C18H10N2O/c21-18-13-8-4-6-11-5-3-7-12(16(11)13)17-19-14-9-1-2-10-15(14)20(17)18/h1-10H	NZBSAAMEZYOGBA-UHFFFAOYSA-N	1,53	3,35
4406-87-5	C1Cc2ccc(c3c(ccc1c23)[N+]([O-])=O)[N+]([O-])=O	InChI=1S/C12H8N2O4/c15-13(16)9-5-3-7-1-2-8-4-6-10(14(17)18)12(9)11(7)8/h3-6H,1-2H2	FIXNUWGGLHPMGU-UHFFFAOYSA-N	1,56	4,11
3369-39-9	C1=CC(N(C1=O)c1cccc2ccccc12)=O	InChI=1S/C14H9NO2/c16-13-8-9-14(17)15(13)12-7-3-5-10-4-1-2-6-11(10)12/h1-9H	BAWHYOHVWHQWFQ-UHFFFAOYSA-N	1,42	3,47
7056-70-4	c1cc(cc(c1)[Cl])N1C(c2cccc3cccc(C1=O)c23)=O	InChI=1S/C18H10ClNO2/c19-12-6-3-7-13(10-12)20-17(21)14-8-1-4-11-5-2-9-15(16(11)14)18(20)22/h1-10H	MRVPOPCWVUFBDU-UHFFFAOYSA-N	1,49	4,03
1825-30-5	c1cc(c2cccc(c2c1)[Cl])[Cl]	InChI=1S/C10H6Cl2/c11-9-5-1-3-7-8(9)4-2-6-10(7)12/h1-6H	ZBQZXTBAGBTUAD-UHFFFAOYSA-N	0,40	4,46
581-42-0	Cc1ccc2cc(C)ccc2c1	InChI=1S/C12H12/c1-9-3-5-12-8-10(2)4-6-11(12)7-9/h3-8H,1-2H3	YGYNBBAUIYTWBF-UHFFFAOYSA-N	-0,28	4,77
2401-85-6	c1ccc2c(c(cc(c2c1)[N+]([O-])=O)[N+]([O-])=O)[Cl]	InChI=1S/C10H5ClN2O4/c11-10-7-4-2-1-3-6(7)8(12(14)15)5-9(10)13(16)17/h1-5H	SKKUAUZTZZRYPW-UHFFFAOYSA-N	2,19	3,92
204-02-4	c1cc2cccc3c2c(c1)nc[nH]3	InChI=1S/C11H8N2/c1-3-8-4-2-6-10-11(8)9(5-1)12-7-13-10/h1-7H,(H,12,13)	AAQTWLBJPNLKHT-UHFFFAOYSA-N	-0,30	4,08
312605-17-7	COc1ccc2ccccc2c1c1csc(N)n1	InChI=1S/C14H12N2OS/c1-17-12-7-6-9-4-2-3-5-10(9)13(12)11-8-18-14(15)16-11/h2-8H,1H3,(H2,15,16)	XNLICULCURDRDU-UHFFFAOYSA-N	0,03	4,20
88609-20-5	O=[N+]([O-])c1cc([N+](=O)[O-])c2ncccc2c1	InChI=1S/C15H10BrNO2/c1-17-11-7-6-10(16)12-13(11)15(19)9-5-3-2-4-8(9)14(12)18/h2-7,17H,1H3	BGFSMXPMBZGPQL-UHFFFAOYSA-N	2,10	4,29
128-93-8	CNc1ccc(Br)c2c1C(=O)c1ccccc1C2=O	InChI=1S/C14H8ClNO2/c15-10-6-5-9-11(12(10)16)14(18)8-4-2-1-3-7(8)13(9)17/h1-6H,16H2	IIPRUQZTMZETSL-UHFFFAOYSA-N	1,75	0,73
117-07-7	Nc1c(Cl)ccc2c1C(=O)c1ccccc1C2=O	InChI=1S/C14H7ClO2/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7H	QQOBTPNGSQEDAS-UHFFFAOYSA-N	1,80	1,37
131-09-9	O=C1c2ccccc2C(=O)c2cc(Cl)ccc21	InChI=1S/C15H8O4/c16-13-9-3-1-2-4-10(9)14(17)12-7-8(15(18)19)5-6-11(12)13/h1-7H,(H,18,19)	FPKCTSIVDAWGFA-UHFFFAOYSA-N	1,92	1,49
117-78-2	O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O	InChI=1S/C14H6N2O6/c17-13-7-3-1-5-9(15(19)20)11(7)14(18)8-4-2-6-10(12(8)13)16(21)22/h1-6H	ASDLSKCKYGVMAI-UHFFFAOYSA-N	2,07	3,02
82-35-9	O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21	InChI=1S/C15H10O2/c1-9-6-7-12-13(8-9)15(17)11-5-3-2-4-10(11)14(12)16/h2-8H,1H3	XVMVHWDCRFNPQR-UHFFFAOYSA-N	2,57	2,40
84-54-8	Cc1ccc2c(c1)C(=O)c1ccccc1C2=O	InChI=1S/C15H7NO6/c17-13-7-3-1-2-4-8(7)14(18)11-9(13)5-6-10(15(19)20)12(11)16(21)22/h1-6H,(H,19,20)	NJWGQARXZDRHCD-UHFFFAOYSA-N	1,67	3,05
128-67-6	O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-]	InChI=1S/C14H8O5/c15-8-5-9(16)14(19)11-10(8)12(17)6-3-1-2-4-7(6)13(11)18/h1-5,15-16,19H	PMOCDYOEOUEPAN-UHFFFAOYSA-N	2,41	2,44
