,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170
Nd0 Nac Car Cs2,0,0,0,0,0,0,0,1,0,0,0,1,1,2,7,5,3,7
C3r Nac C3r O_d,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2
O_d C3r Nac C2r,1,1,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0
Nac C2r Nd+ Cs3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C2r Nd+ Cs3 Cs3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Car Nac Cs2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
C2r C3r Cs3 Car,0,0,0,3,8,11,14,7,4,0,2,0,0,0,3,4,38,35
C2r C3r Sul C2r,28,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 C2r C3r Sul,26,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sul C3r Cs3 Car,1,0,0,0,3,13,5,0,0,0,0,0,0,0,0,0,0,0
C2r Sul C3r Cs3,0,0,1,4,6,2,6,5,7,4,0,2,0,2,0,0,0,1
Nd+ Car Nac Car,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63
Nd+ Car Car Nac,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51
Car Nd+ Car Nac,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59
O_a C3r C3r Sul,4,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4
O_a Car Car Sul,31,2,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,37
Car O_a C3r Car,0,0,0,1,2,1,6,14,9,1,1,1,0,0,0,0,0,5
Car Sul C3r Car,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,4,1,1
Sul C3r C3r Car,0,0,0,2,1,2,3,7,2,0,0,0,0,0,0,0,0,0
O_d Car Nac Cs3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd+ C3r C2r Nac,39,16,7,1,1,0,1,0,0,0,1,2,1,3,0,0,0,1
Nd+ C2r Nac C2r,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33
Nd+ C2r Nac Cs3,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,32
Cs3 Nac C2r Nd0,22,9,3,0,0,0,0,0,0,0,0,0,0,0,1,4,5,40
C2r Nac C2r Nd0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,32
C2r C3r Nd+ C2r,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Car C3r C2r,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
C2r Nac Nac C2r,83,41,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Cs3 Cs3 Car Sul,10,10,13,8,11,28,20,35,25,13,8,14,12,8,13,14,10,4
Cs3 SO2 Nd0 Cs3,1,0,0,3,12,11,12,10,13,5,1,3,0,0,1,1,0,4
Cs3 C3r O_a Nac,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C3r O_a Nac C2r,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1
C3r C3r O_a Nac,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2
C3r C2r Nac O_a,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
O_a Nac C2r Car,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
C3r Nd0 Cs2 Nd+,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
O_d C3r C3r Cs2,1,1,11,6,6,1,4,9,6,1,5,7,0,0,3,12,9,2
Cs3 Nac SO2 Cs3,1,0,1,1,0,3,7,16,16,6,4,0,3,0,0,1,0,1
Cs3 SO2 Nac Car,0,0,0,0,0,0,6,10,11,24,7,0,1,0,0,2,0,0
C3r Nac Nac C2r,11,7,2,2,0,2,0,0,2,0,0,0,0,0,1,8,14,11
Nac Nac C2r Car,18,2,2,2,2,0,0,1,0,0,0,0,0,2,0,1,8,55
Cs3 Nac Car C3r,93,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cs2 Nac Nac Cs3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C2r Cs2 Nd0 Car,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,4,3,9
Car C2r Cs2 Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13
C2r C2r Cs2 Nd0,53,19,7,3,0,3,2,0,0,0,0,1,0,0,1,4,10,34
Cs2 Cs3 Nd+ C3r,5,0,5,4,9,9,32,40,18,8,11,11,1,6,5,17,28,14
Car Nac Nac C3r,6,0,0,0,1,6,2,7,0,0,0,0,1,3,4,0,2,148
Nac Car C3r Car,0,4,0,3,1,0,13,0,9,11,3,5,5,1,1,0,0,0
C3r Car Nac Nd0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,4,12
Nac Car C2r Nd+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nd+ C2r Nd0 C2r,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nd+ C3r C2r Nd0,2,0,2,3,0,10,2,0,0,0,0,0,0,10,2,0,2,1
Nd0 Cs3 Cs3 Cs2,0,5,0,2,13,34,35,10,4,1,2,5,0,4,10,14,23,19
C2r C3r Nac SO2,2,0,0,0,0,0,0,0,0,0,0,2,0,5,3,1,2,9
C3r C3r Car Sul,4,3,3,0,1,1,4,4,2,2,6,0,0,2,0,6,35,16
Car Nd+ Car C3r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Nd+ Car Car C3r,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Nd+ Car C3r C3r,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Car Nac C3r Cs2,0,0,1,0,3,2,5,5,4,7,2,1,0,0,0,0,0,0
Sul Cs3 Cs3 O_d,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,3
Car Cs3 Cs2 Cs2,0,0,0,2,1,0,3,5,1,2,2,3,1,0,1,0,0,1
C3r Nd+ C2r Nd+,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C3r Nac C2r Nd0,40,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,11,29
C3r Nac O_a Cs3,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
Nd+ C3r Nac O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Nd+ C2r Nd+ C2r,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C2r Nd+ C3r Nac,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
C2r Nd+ C2r Nac,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd+ C2r Nac O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
C2r Nac O_a Cs3,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,2,2,10
Nac O_a Cs3 Cs3,0,0,0,0,1,0,2,2,2,1,3,0,2,5,5,2,7,8
O_a Nac C2r Nd0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O_a Nac C3r Cs3,0,0,0,0,0,0,1,4,2,4,2,0,0,0,0,0,0,0
Cs3 Sul Car Sul,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,2
C2r Cs2 Cs3 Cs3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hal Car Nac Nac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Car C3r Car Nd0,1,3,0,5,10,2,3,0,0,0,0,0,0,0,0,0,2,1
.=O SO2 Car Nac,11,8,11,4,8,13,22,3,7,8,5,3,5,8,8,12,8,32
Car Nac Car SO2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,7,19,20
Nac Car SO2 Nd0,0,0,1,0,0,22,8,3,0,5,1,0,1,2,0,0,0,0
C2r Car Car C2r,445,71,25,3,11,0,1,1,0,0,0,0,0,0,0,0,0,1
C3r Cs3 Nd+ C3r,3,0,2,0,5,7,17,13,12,9,7,4,7,7,9,15,19,18
O_a Cs3 Cs3 Sul,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Car Cs2 C2r C3r,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Cs2 Cs2 Cs2 Nac,0,0,1,0,1,0,1,0,3,1,1,1,3,4,6,3,7,23
Sul C3r C2r Cs3,1,0,0,1,0,2,0,0,1,3,2,1,0,3,0,0,1,1
Sul C3r C2r C2r,6,5,7,4,6,0,3,0,1,0,2,1,0,0,0,0,0,0
C3r C2r Cs3 Sul,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0
C2r Cs3 Sul Car,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
Cs3 C2r C2r Nac,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,8,114
Sul Cs3 C2r C2r,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,1
Sul Car Nac Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
.=O Car Car .=O,59,11,3,13,3,1,1,0,1,1,0,1,1,0,0,0,1,1
Car Nd0 Nac Cs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
C2r Nac C2r Cs2,7,3,6,7,3,1,2,4,3,1,0,0,2,0,0,0,2,87
C3r Nd0 Cs2 Cs2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,43
Nd0 Cs2 Cs2 Nac,0,0,0,1,1,1,0,0,1,9,0,1,0,6,2,1,0,1
Nd0 Cs2 Cs2 Car,1,0,0,2,4,3,0,0,7,3,0,1,0,3,1,0,0,6
Cs2 Cs2 Nac O_a,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cs2 Cs2 Car Nac,5,8,0,1,2,1,0,2,0,0,1,1,2,0,4,12,7,19
.=O Cs2 Cs2 Car,5,1,0,0,3,0,4,1,1,2,1,8,0,0,0,2,3,3
Cs2 Nac O_a Cs3,0,0,0,1,0,0,0,0,2,2,4,3,4,4,5,3,7,19
O_a Nac Cs2 Car,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Car Nd0 SO2 Nac,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1
C3r Nac C3r Sul,8,5,7,5,4,7,4,4,0,2,3,1,0,0,0,0,0,0
Cs3 C3r Sul C3r,1,3,9,20,11,10,6,4,8,5,8,24,13,16,18,28,27,17
.=O C2r Nd0 Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C2r C3r C2r Car,8,0,0,1,6,0,0,1,5,0,0,0,0,0,0,0,1,17
C2r Nd0 Nac C2r,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3r C2r Nac Nd0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Car C2r Nac Nd0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
Cs3 Car Nac Nd0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Car Nd0 C2r Nac,18,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nac Car Nac O_a,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sul Car Car Sul,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21
Sul Car Car Csp,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
SO2 Car Nac Nac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27
C2r C2r Cs3 O_d,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0
O_d Cs3 C2r C3r,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Car Cs3 C3r Nd0,1,4,0,0,5,8,9,2,2,0,0,0,0,0,0,3,1,7
Nd+ Car Cs3 C3r,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3r Nd0 C2r C2r,30,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
Nd0 C2r C2r Nd0,55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19
Nd0 C2r C2r .=O,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Nac Cs3 Csp Csp,4,3,3,4,1,4,6,1,0,2,2,0,2,2,5,3,2,12
C2r Nac Cs3 Csp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Car Nac Cs3 Csp,0,1,0,0,0,0,4,5,13,19,19,6,4,4,3,0,0,0
C3r O_a Cs2 Car,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,11,18
C2r C3r C2r O_a,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3
Nac C2r C2r C2r,216,13,5,3,1,0,0,0,0,0,0,0,1,0,1,7,3,76
C3r C2r C2r O_a,67,19,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,21
C3r Car Car O_d,26,10,3,5,5,0,1,0,0,1,0,0,0,0,0,0,0,0
C2r O_a C3r O_a,2,0,3,2,0,2,1,0,1,0,0,0,0,0,1,0,1,5
O_a C2r C2r O_a,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
.=O Car Car O_d,31,13,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
C3r Nd+ C2r Sul,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nd+ C2r Sul C3r,34,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5
.=O Car Car C3r,50,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cs2 Nac C3r Sul,2,0,0,0,0,1,0,0,1,0,0,2,3,5,4,4,1,2
Car O_a Car Nd0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67
Cs2 Nd0 Car O_a,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd0 C2r Nd0 C3r,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Cs3 Nd0 C2r Nd0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd+ C2r C2r Nd+,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nd+ C2r C2r Nd0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nd+ C2r Nd0 Car,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Cs3 Nd0 C2r C2r,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,4
C2r Nd+ SO2 .=O,0,0,0,0,0,0,0,0,0,0,3,1,2,1,11,0,0,7
C2r C2r Nd+ SO2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C2r Nd0 Cs3 Cs3,0,0,0,0,1,0,3,1,0,6,1,0,0,0,1,0,0,1
Nd0 C2r Nd+ SO2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Nd0 Cs3 Car O_a,0,0,2,4,2,3,1,0,2,1,4,0,1,1,1,0,1,4
Cs3 Nd0 Car Nd+,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
O_d C3r C2r C3r,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,3,3
Nd0 C3r Car Nac,4,2,0,0,4,2,0,0,0,0,1,11,2,3,0,1,2,6
Nd0 C3r Car Nd0,1,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2
O_d Cs3 C3r Nac,0,0,0,6,8,8,3,1,1,0,0,0,0,1,0,0,12,10
Car Cs3 C3r O_d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Car Cs2 Car Nd0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
Car Sul Car Csp,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
Csp Csp Cs3 O_d,2,0,0,2,0,0,1,2,0,0,3,0,1,0,0,0,0,2
Csp Csp Car Sul,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cs3 Nd+ Cs3 Csp,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,3,2
C3r Cs2 Nd0 O_d,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,9
SO2 Nac C3r Cs2,2,0,0,0,0,3,1,4,2,2,3,3,5,4,0,0,0,2
Car O_a Cs3 Csp,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
O_a Cs3 Csp Csp,4,0,0,0,1,0,2,0,1,0,2,3,0,2,0,0,0,1
Cs3 Csp Csp Cs3,7,0,0,3,1,3,0,1,1,3,1,0,0,0,3,0,1,1
O_d C3r Car Nd0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cs2 Nd0 Nd0 Cs2,1,1,0,0,3,0,0,3,1,0,0,0,1,0,0,0,0,1
.=O Cs2 Nd0 Nd0,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Nd0 Nd0 Cs2 Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Csp Csp Cs3 Car,3,8,5,4,3,1,1,0,3,1,0,1,5,2,1,5,12,9
Csp Cs3 Car Car,2,3,5,14,33,13,13,8,6,5,8,12,13,34,13,8,3,2
Nd0 Nac Nac Car,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd0 Nac Car O_a,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Nac Cs3 Cs3 Cs2,1,0,0,0,1,5,6,3,3,1,1,0,0,3,2,8,9,40
Car Sul C3r O_a,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0
Car C2r C2r O_a,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C2r C3r O_a C2r,12,1,3,1,1,2,3,1,2,0,0,1,0,0,0,0,0,0
Cs3 Cs2 Nd0 Nd0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Nac O_a Car Nd0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Nd0 Car Nd0 Nac,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
C3r Nd0 C3r C3r,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
C3r Nd0 C3r Car,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Nd0 Cs3 Cs2 Cs3,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
Nd0 Cs3 Cs3 C3r,2,1,2,24,23,12,6,4,0,0,3,3,1,0,0,4,3,19
Nac Cs2 Car Sul,2,0,0,0,0,0,0,1,0,0,3,0,0,6,0,2,7,3
Cs3 Cs2 Nac Nd0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Nac Cs2 .=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
Nd0 Nac Cs3 Car,1,0,0,0,1,0,1,1,0,0,0,2,0,1,2,3,5,1
Cs2 Nd0 Nac Cs3,1,0,1,0,0,9,0,2,8,10,11,7,6,0,1,0,0,0
O_a C2r Nac O_a,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2r Nac O_a Cs2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,5
Nac O_a Cs2 .=O,6,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2
Nac O_a Cs2 Nd0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3,5
O_d Cs3 Cs2 Cs2,0,1,0,1,1,0,0,0,0,0,3,1,4,4,0,0,0,0
Cs3 Cs3 Cs3 SO2,0,1,3,1,1,0,2,1,0,5,3,0,6,1,2,6,14,29
Cs3 Cs3 Nac O_d,1,2,3,6,2,7,2,0,0,1,0,0,0,0,0,0,0,1
Cs3 Cs3 SO2 Nac,0,0,0,3,0,3,3,0,2,0,0,1,0,0,0,0,1,4
SO2 Cs3 Cs3 Nac,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O_d Nac Cs2 .=O,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Nd0 C3r C2r O_d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O_d C2r C2r Cs2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O_d C2r C2r C2r,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
O_a C3r Cs3 Cs2,0,0,0,1,4,4,3,0,1,3,0,0,0,1,0,2,2,4
Cs2 Cs2 Cs2 C2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Cs2 Cs2 Cs3 C3r,0,0,0,0,1,0,1,1,4,0,0,2,0,2,0,0,0,2
Cs3 C3r C2r Cs3,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Sul Car Cs2 Nd+,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3
C3r C3r SO2 C3r,5,2,2,6,10,44,19,3,0,0,0,0,0,0,0,0,0,1
Nd0 C2r C2r Nac,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28
C2r C2r Nac O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Nac O_a Cs3 Cs2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,2,1,0
Car Car SO2 O_d,7,2,2,0,0,2,5,1,0,0,1,3,4,0,0,1,4,6
Cs2 Nd0 C3r Csp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nd+ C3r C3r Csp,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Cs3 Cs3 SO2 Car,1,0,4,7,15,28,31,17,4,1,0,0,0,6,0,2,5,10
Car Nac C3r Nd0,7,0,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2
Nac C3r Nd0 SO2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Nd0 C3r Nac Cs3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
C3r Cs3 O_a C2r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C3r SO2 Nd0 Cs3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SO2 Nd0 Cs3 Csp,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nd0 Cs3 Csp Csp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1
Cs2 Cs3 C3r Sul,0,0,0,0,1,0,3,6,4,0,1,0,0,0,0,0,3,5
Nd+ C3r Cs3 Nd0,0,0,0,0,2,3,5,5,1,1,0,1,0,0,0,0,4,6
Nd+ C3r C3r Sul,4,3,6,10,7,4,2,1,2,0,1,1,2,0,3,0,2,0
Nd0 Cs3 C3r Sul,0,3,8,4,0,0,1,0,0,0,0,0,0,0,0,0,2,1
Car Nd+ Car Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Nd+ Car Sul Car,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac Cs3 Cs2 O_a,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,3
C3r C3r C2r Nd+,4,3,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,5
C3r C3r SO2 Cs3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,3
Cs3 C3r SO2 .=O,2,3,4,15,14,5,2,0,0,0,0,0,0,0,0,0,4,12
C2r C3r SO2 .=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd+ Cs2 Nd0 Car,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Car Car Nd+ Cs2,0,0,1,4,0,0,2,0,0,0,1,0,0,1,3,0,0,1
Car Nd+ Cs2 Nd0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
Car Nd+ Cs2 Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sul C3r Cs3 Cs3,0,0,0,1,6,9,22,5,1,0,0,1,0,0,0,0,5,7
Nd0 Cs3 Cs3 Nd0,3,15,11,13,3,1,0,3,1,0,3,0,0,0,0,3,7,11
Car SO2 Nd+ C3r,2,3,1,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0
Car Nd0 Car O_a,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
C3r Nd+ SO2 .=O,1,4,6,5,4,5,2,0,0,0,0,0,2,0,2,7,4,11
C3r C3r Nd+ SO2,3,0,0,0,0,0,0,0,0,0,1,3,5,3,3,2,0,3
C2r C2r Car O_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nd0 Car Cs3 O_a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Sul Car Nac Cs2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac Cs2 Cs3 Sul,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2
Cs3 Cs3 Car Nd+,2,0,1,1,1,0,1,4,0,1,5,3,0,3,0,0,0,0
Car Cs3 Csp Nac,2,0,0,0,3,1,3,0,0,1,2,0,0,0,2,1,0,3
Nac Car Cs3 Csp,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cs2 Cs3 Car O_a,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Cs3 O_a Cs2 C2r,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,2,12
O_a Cs2 C2r C2r,1,2,0,2,0,0,0,0,1,0,3,0,0,0,2,1,4,6
O_a Cs2 C2r C3r,7,2,2,1,1,0,1,0,2,0,0,1,0,0,0,0,0,2
Cs2 C2r C3r Nd+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd0 C2r C2r C3r,50,20,12,3,1,0,1,0,0,0,0,0,0,0,1,3,5,31
Nd0 C2r Car Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
C2r Nd0 C2r Cs3,2,0,0,0,0,0,0,0,2,0,0,2,1,2,0,3,4,8
C2r Car Sul Car,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,7
Nd+ C2r Car Sul,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3r Nd0 SO2 Cs3,3,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Nac Csp Car Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nd+ Car Car O_d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
C2r Sul C2r Nac,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2r Nac C2r Sul,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac C2r C2r Sul,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Sul C2r Nd0 Car,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nd0 Car Nac O_a,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Sul Cs3 C3r Nd+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac Cs2 C3r Nd+,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,4,3
